--cc-algorithm (Client),--cc-algorithm (Server),--initial-cwnd-packets (Client),--initial-cwnd-packets (Server),--max-data (Client),--max-data (Server),--max-stream-data (Client),--max-stream-data (Server),--max-stream-window (Client),--max-stream-window (Server),--max-streams-bidi (Client),--max-streams-bidi (Server),--max-streams-uni (Client),--max-streams-uni (Server),--max-window (Client),--max-window (Server),Goodput (kbps),Test Number
bbr2,bbr,8,9,11817344,12983701,1225049,1434818,15758278,12281438,103,119,81,100,22602098,30146227,35378.78877340491,224
cubic,bbr,11,9,10662890,12702749,1306677,784787,13191290,14938611,115,102,80,85,21153308,29409713,35429.57783657877,225
bbr2,bbr,8,8,10558453,13674529,1373556,1272815,14886418,20018905,104,116,95,115,21776344,29044957,36062.60027410405,226
bbr,bbr,8,9,11355315,13203769,1209682,1352235,12732569,18763686,113,96,118,83,22899508,29690735,35853.563255924084,227
bbr2,cubic,10,9,15422864,12885431,1059161,726031,16952785,18412386,104,120,119,89,22094691,29969159,34038.25170980314,228
bbr2,bbr,8,8,12416709,13917587,1328841,758119,13935133,19579081,102,101,82,101,23252541,26522170,35981.34493048529,229
bbr2,bbr,8,9,13013228,13564447,1255160,961837,15208296,17936309,109,99,85,92,21038850,27946452,37800.059030148186,230
bbr2,bbr,8,9,13080321,13564662,1247700,868110,15340894,17874593,111,99,85,90,21027927,28073274,35051.890838907115,231
bbr2,bbr,8,9,13042042,13339964,1184196,794305,15203874,17618017,109,100,86,93,21267577,27927542,36491.51746815598,232
bbr2,bbr,8,9,13193406,13505978,1260400,932235,14993298,18103667,109,98,84,95,20743050,27673611,33364.73347137515,233
bbr2,bbr,8,9,12760870,13680805,1272222,906906,15431182,11986361,108,104,83,91,21474697,27438925,36165.88366104313,234
bbr2,bbr,8,8,12891086,13109941,1199316,736251,14628408,17183324,111,99,104,86,20996462,28447581,36157.185288695575,235
bbr2,bbr,8,9,10869281,13380578,1234077,1029691,13478553,12178489,105,95,88,97,22703674,21055913,36190.56740608629,236
bbr,bbr,8,11,11140695,13777197,1301749,1233560,15119953,16161918,103,118,84,116,21225471,25987719,35291.7309827412,237
bbr2,bbr2,8,9,13455961,12330106,1120751,815057,21586367,13782991,112,100,81,120,20559581,29566658,37026.577046598555,238
bbr2,bbr,8,8,10751602,13588134,990211,952719,13108527,18468536,106,97,86,113,22410609,22214550,35758.66780056226,239
reno,cubic,8,9,10409325,13206239,1352480,769003,13693352,20342947,110,119,89,118,23570391,22878856,33862.69084732133,240
bbr2,bbr,8,8,10974094,13508602,1158412,721563,19663487,19047655,102,114,85,88,21647060,27000325,36115.74627986986,241
bbr2,bbr,8,9,11816335,13294794,1257941,840169,14074612,17656917,99,97,120,116,20908336,20538721,36782.4284991419,242
bbr2,bbr,8,9,16737406,13204871,1230927,987908,14345692,17428130,98,96,119,116,20790348,20388637,36103.031651559555,243
bbr2,bbr,8,9,12165727,13025135,1389064,821064,14013744,17880059,100,94,120,114,21123796,20393090,37253.66092388423,244
bbr2,bbr,8,9,12241207,12764735,1410915,788764,14771453,18010949,100,94,120,114,21159157,20211563,36523.579904779115,245
bbr2,bbr,8,9,12152355,12520311,1378028,750408,12892538,17907639,100,93,83,111,20132923,29826061,37155.89328686673,246
cubic,bbr,8,9,12375680,13040201,1020202,700966,13865275,18269424,104,95,87,114,21412954,20889388,36939.525818584065,247
bbr,bbr,8,8,12022713,12923197,1391594,821913,15630044,18582476,101,93,82,115,22893012,27896340,32161.07281685351,248
bbr2,bbr,8,9,10594817,13409859,1330760,882746,13322544,12598349,103,117,80,92,21863727,30113215,33924.28815922716,249
bbr2,bbr,8,9,12599315,13029211,1353569,766649,14461989,17804890,102,120,118,112,23154638,20147145,37664.33399395295,250
bbr2,bbr,8,12,12590627,12982507,1344874,773354,14407735,17732927,102,120,118,112,23040103,20153366,36345.001191481984,251
bbr2,cubic,8,8,12686153,13039346,1372164,799144,14606674,17928604,101,120,117,112,23365037,20670877,35060.8714260398,252
bbr2,bbr,10,9,12398921,12849517,1430666,744453,14310308,18147635,99,119,120,113,23152310,20338195,36385.326862986294,253
bbr2,bbr,9,9,12481462,13101782,1390976,771896,14045942,12410122,110,118,118,114,22571055,20284034,37265.973940586664,254
bbr2,bbr,8,9,12535891,13107450,1402805,730127,14126050,12214329,110,118,116,114,22546509,20371969,37331.68138820355,255
bbr2,reno,10,9,12593495,13150241,1406942,741316,14194158,12318740,109,118,116,85,22613829,20460853,31275.83714031013,256
bbr2,bbr,9,9,12422916,13312132,1390922,724310,13983718,12434441,109,119,118,113,22229022,20134932,36973.19549460406,257
bbr2,bbr,9,9,12740414,13130765,1457673,760780,14490646,16968541,111,118,117,110,21065466,20328187,31550.72140528192,258
bbr2,bbr,8,10,12535393,13248878,1357036,700119,14177076,12131221,109,120,115,112,22784945,20647906,36126.47829833709,259
bbr2,bbr,8,9,12292988,13087188,1429253,1101058,14805746,11912146,110,88,118,105,21683647,20256792,38051.839832779995,260
bbr2,bbr,8,9,12226204,13017075,1406891,724384,14732268,11966545,110,90,119,106,21753074,20418304,35728.96847960577,261
bbr2,cubic,8,9,12134790,13084571,1491879,740289,14927585,11920031,110,91,119,104,21433996,20742683,35519.76924832524,262
bbr2,bbr,8,9,12324492,13427092,1441469,1119874,14745965,11756697,102,89,117,119,21577073,20298897,38672.61312579121,263
bbr2,bbr,9,9,12482076,13425706,1478740,1163208,14758701,11763836,102,119,117,120,21930351,20265200,32743.404075766528,264
cubic,bbr,10,9,12262532,13311378,1433652,1116560,14547634,12144444,110,87,117,119,21603604,20143662,36567.20393195366,265
bbr2,bbr,8,9,12342585,13492617,1442434,1040685,15131848,12342329,108,89,116,109,21595103,20620969,36718.99225315184,266
bbr2,bbr,8,9,12654870,13577830,1416320,1146946,14842715,11821168,103,120,117,119,22158151,20524460,36955.89711779874,267
bbr2,cubic,8,9,12479692,13385997,1458832,1000440,15030742,12101409,101,88,118,119,21954295,27254641,36881.27008692059,268
bbr2,bbr,8,10,12961022,13170584,1364395,1075064,14451802,11765289,102,87,116,107,21357284,28180821,35954.972960716856,269
bbr2,bbr,11,9,12323237,13650993,1314980,1133053,15313487,12465078,108,87,118,118,22559884,20809915,37151.82871360709,270
bbr2,bbr,8,9,12713197,13367202,1427932,1108702,15083699,12034287,117,101,118,111,22313243,20251559,36280.3801292384,271
bbr2,bbr,8,9,12536846,15835428,1374821,1200133,14720034,12241187,103,88,118,108,21839193,20523738,35844.922551009506,272
bbr2,bbr2,8,9,12783197,13263853,1292233,1089314,14397310,12058112,109,89,117,88,21570223,20377630,35361.01195645026,273
bbr2,bbr,8,9,12868757,13541957,1345669,1179634,15503619,12612640,110,119,119,86,21326170,21206376,36682.01386626554,274
reno,cubic,8,11,12406710,13729918,1552411,1539458,14888744,12291654,102,118,117,117,22545013,27738951,36150.67204434299,275
bbr2,bbr,10,9,11974134,14744469,1321764,1240037,15273112,12852306,104,86,115,84,20618009,20153239,36946.716988312066,276
cubic,bbr,8,9,10535785,12896293,1382324,722792,14622310,11924208,101,118,118,105,22788148,28023877,36724.87584144129,277
bbr2,bbr,9,9,12295790,15328594,1409268,753338,15065755,18292343,111,85,88,120,20926299,21384448,37993.24341767663,278
bbr2,bbr,8,9,10252450,13469958,1418430,746813,15134640,18220548,111,85,89,120,21057469,21383405,36986.44898506276,279
bbr2,bbr,8,9,12288064,15509784,1289201,718276,14977710,18091383,115,80,87,120,20734651,21005534,36804.76373914211,280
bbr2,reno,8,9,12084546,15312134,1447163,752574,15345006,18375921,103,100,88,118,20958940,21447117,31301.266661641712,281
bbr2,bbr,8,9,10692676,15048374,1333754,700166,14786814,18506125,107,84,88,120,21286247,27450677,34990.80452578341,282
bbr,cubic,8,9,10335759,13810664,1500853,769522,15880291,17699180,113,99,80,119,20469095,21907835,26787.886800321765,283
bbr2,bbr,8,9,12217599,15296960,732322,969064,12564318,18357283,112,91,114,85,21235288,29724811,36891.0017634978,284
bbr2,bbr,8,11,13062717,13654652,1469013,734016,15552289,18071949,101,85,89,91,21738141,29455069,34718.76034699689,285
bbr2,bbr,8,8,12613938,15570344,1350119,787797,14628181,11744771,96,84,87,103,20870618,21645492,35400.37761041982,286
bbr2,bbr,8,9,11938720,13405818,1043108,1512368,12906978,17375022,104,98,81,87,21590588,21069782,37066.44832570156,287
bbr2,bbr,8,9,10467376,14377591,789160,1462773,14958144,18750003,111,120,90,118,21399694,21691413,35430.47568766169,288
bbr,bbr,8,8,10819094,16124701,1400386,1579083,15213705,18631285,102,81,87,90,20891945,26828967,35652.086694422396,289
cubic,cubic,9,8,12852027,13219751,1281164,720637,14844588,19749739,108,86,116,119,21158473,28317153,30447.03224654356,290
bbr2,bbr,8,9,12340955,13539327,1432982,759034,14526418,17579606,100,119,86,94,21950119,27586824,36399.251934166736,291
bbr2,bbr,8,9,10575319,13318192,1370970,751219,14338244,18304535,103,83,115,89,23115100,29202817,31672.957000696242,292
bbr2,bbr,8,8,10725414,15409576,964920,1102417,13058049,17902610,114,120,88,111,20670553,29859492,35259.49663445008,293
bbr2,bbr2,10,9,11676540,15705435,829976,794763,15430464,20068010,112,101,90,81,22077805,28788617,34230.88913880542,294
bbr2,bbr,8,9,12149649,13677137,1075291,702912,15098295,12115474,102,98,80,86,21737027,21352990,36751.23042858432,295
bbr,bbr,8,10,12570127,16481947,1413982,730318,12791260,11972819,109,96,81,105,21491415,27084011,35459.17101384828,296
reno,bbr,8,8,10161157,11096826,1321229,759592,14697034,18121245,110,117,119,83,21045064,25137428,35820.26431116108,297
bbr2,cubic,8,9,10419227,13504902,1370955,779764,15660855,19893247,101,89,85,119,22918212,29562589,33538.54814359919,298
bbr2,bbr,8,9,12301358,15154605,1309804,1412026,14348340,15344320,99,99,83,85,21291334,20836442,35690.19007860803,299
bbr2,bbr,8,9,12945885,13167038,1446349,732182,14986275,18858187,116,120,81,120,22297862,29923136,37367.48489350281,300
bbr2,bbr,8,9,12878485,13169315,1452567,1305766,14958106,18802069,116,119,80,120,22108817,29746954,35572.26141427231,301
bbr2,bbr,8,9,13124417,12991114,1471446,853701,14673993,19016803,117,100,88,120,21505037,30068330,36338.3414057691,302
cubic,bbr,10,9,12689119,14873389,1405160,805360,13216148,19202429,118,120,119,118,20277133,29939831,36976.73208975685,303
bbr,cubic,8,9,12952229,12825780,1429159,1017208,14501873,12228230,115,119,100,119,22360868,29448667,32821.3603522602,304
bbr2,bbr,8,9,13020631,13323351,1271417,739138,14836340,19457200,105,98,116,117,21816242,29678987,36917.59540755163,305
bbr2,bbr,11,9,12470302,13089976,1387542,774226,13468684,12627340,103,95,81,120,20835457,28596612,34591.74146980328,306
bbr2,reno,8,9,13249311,13231019,1248272,1638948,15229934,18567918,116,82,81,119,23246409,29887911,32776.296500051576,307
bbr2,bbr,9,9,12739605,13313832,1356594,733162,13008468,11956575,119,90,86,96,21204108,30172580,36696.77701586884,308
bbr2,bbr,8,9,10727757,12889709,1517692,1356706,14203100,18871378,104,117,89,120,21416320,24651307,36946.24508366036,309
bbr2,bbr,8,9,10573741,13445364,1443933,829094,15069154,17529263,101,118,117,117,21696948,20452230,37104.64937807331,310
bbr,bbr,8,10,12493541,13179488,1300658,766512,14501638,18308167,102,102,113,102,20484901,20653359,36194.68984546747,311
bbr2,cubic,8,9,12226062,13417086,1338460,724160,12709259,11755938,103,120,91,112,20980535,29223751,35785.11885489094,312
bbr2,bbr,8,11,12848174,13084177,1397296,797380,12362317,12455378,98,99,82,82,22371709,27893837,36682.382800235435,313
bbr2,bbr,10,9,10857615,12728410,1421435,751178,15401098,17837622,114,96,80,106,22195776,29600640,34544.44825132436,314
bbr2,bbr,8,12,12400066,13823472,1471419,1063305,13780628,16414890,100,119,118,113,22724744,29976655,36691.35178236275,315
cubic,bbr,8,9,12619501,15201171,1363725,706016,14826568,12206787,111,118,116,115,20697191,21220400,35706.2931824141,316
bbr2,bbr,8,9,13170163,14577760,1241064,772492,13237261,18028528,102,101,84,87,22957154,28219475,35559.82099293222,317
bbr,cubic,8,9,12069317,13576308,1211414,736962,16193465,19227603,113,116,81,118,21948874,29726133,32999.49922129501,318
bbr2,bbr,8,9,10325432,13219635,1286342,1126902,14335409,14575129,103,119,87,110,23521486,20871986,36498.02708263628,319
bbr2,bbr,8,9,10650815,12938845,1329660,801089,15010037,18503736,105,103,119,119,21241065,20429526,33214.42259874121,320
bbr2,bbr,12,8,10953703,13339548,1386486,752929,14633044,12006815,104,86,93,104,21582140,30184956,36807.282996250215,321
reno,bbr2,9,9,12350980,13456131,1418153,843620,14125969,19737985,101,97,83,109,21037089,29341961,36294.82169968428,322
bbr2,bbr,8,9,10461366,13667550,1443783,1218706,13538746,18708827,102,120,117,88,21723179,29853008,36242.43167880853,323
bbr2,bbr,8,10,13047067,12625875,1347449,720129,15215841,12303472,117,88,82,120,21383881,21594587,37829.41289741567,324
bbr,bbr,8,10,13301284,12572035,1311749,1258459,15342566,12816018,117,87,82,120,21309129,21566510,36160.91042331235,325
bbr2,cubic,8,10,12794646,12655992,1347533,1179347,15194569,18979489,118,88,80,120,21465424,21865320,38327.96546164077,326
bbr2,cubic,10,10,13048832,12619768,1353544,1189572,15548145,19088586,119,89,109,119,21511775,22059936,37625.00616721909,327
bbr2,cubic,10,10,13132495,12617342,1336126,1176518,15567612,19006167,120,88,120,119,21478448,22129153,35269.31052402327,328
bbr2,cubic,10,10,13066936,12747954,1354357,1189369,15782484,19026954,118,89,109,118,21504826,21835197,31717.086549837175,329
bbr2,cubic,10,10,13003331,12671536,1352889,1152275,15714359,19307627,118,88,109,119,21111426,21838425,36939.00529957925,330
cubic,cubic,10,10,12770705,12500198,1369369,1206627,15223052,19390984,118,91,85,118,21352418,21637370,38155.288227117584,331
cubic,cubic,10,10,12827502,12574804,1354354,1206462,15235099,19391287,120,91,85,117,21368201,22599788,21514.74581713689,332
cubic,cubic,10,10,12757636,12430276,1322080,1254486,15393407,19098033,118,90,106,118,21660852,21654056,34181.63770660606,333
cubic,cubic,10,10,12927193,12623835,1369896,1140827,15198144,19621467,119,89,84,120,21490658,22027529,33748.893122169946,334
cubic,cubic,10,10,12767147,12484630,1376334,1219693,15853005,19492470,119,90,85,119,21805367,22302732,31720.396725790844,335
cubic,cubic,10,10,13051964,12659180,1324502,1167691,15492511,19153845,118,88,112,120,21215313,21474252,34937.29193972463,336
cubic,cubic,10,10,12658516,12818640,863458,1204878,15110094,19289905,120,91,83,118,24593949,21954542,31907.264158012425,337
bbr,cubic,10,10,13232204,12777594,1358947,1174500,14844377,18293322,119,89,80,117,21678769,21660079,36617.74033233822,338
cubic,cubic,10,10,13007320,12375892,1390545,1094658,15557318,18903520,119,90,103,116,21361519,21753631,35045.7111177677,339
bbr,cubic,10,10,13342254,12489233,1297512,1298338,15207087,19597956,120,87,86,119,21222849,22015017,33808.12819396753,340
bbr2,reno,10,10,12836954,12835467,1344424,1142987,14840419,18647906,117,89,111,118,20867914,21486593,25410.060418732777,341
bbr2,cubic,10,10,12632179,14973330,1381944,1329877,14668662,17100753,118,87,84,111,21568013,21375893,36005.20552554863,342
bbr2,cubic,9,10,12220258,12692105,1333713,1107400,15042386,17809384,117,88,98,90,21858944,21725099,32087.469886707466,343
bbr2,bbr,10,10,13146730,13940212,1408094,1166200,15998428,18100967,119,91,85,92,21398176,22224370,35841.400054689635,344
bbr2,bbr2,8,10,11973678,12900578,1311956,1184326,12881662,19313579,99,89,120,89,21104151,21837085,34119.79703690146,345
bbr2,bbr,10,10,12426975,13762802,744608,1215487,15359125,18439456,97,92,119,120,21610218,21595679,36750.570297895494,346
cubic,cubic,8,10,12889978,13598266,1376255,1557609,14929279,18857981,104,92,82,119,21319050,23345025,35097.53000416303,347
bbr,bbr,8,10,12737988,12526532,1350643,1276848,15622430,17575707,118,87,118,117,20947686,22462495,35239.69277987332,348
bbr2,bbr,8,10,12214981,14113173,778111,1124077,14531646,19443671,103,88,83,120,20414033,27743728,36980.00852576929,349
reno,bbr,8,10,12543157,12959744,940900,1191671,12576320,13115619,107,90,114,87,21949675,28418789,36087.82627474835,350
bbr2,bbr,8,8,12910534,13610554,1284552,1147157,15229169,18005430,100,86,80,113,20684207,28125941,36282.65548335305,351
bbr2,cubic,8,10,12107555,15379652,1399610,1236763,13082441,18215427,102,88,84,115,21510366,21364335,37631.18370833191,352
bbr2,cubic,8,10,11921466,15355060,1394546,1256718,13020306,18213776,101,88,84,115,21085601,21378430,32419.778650951095,353
bbr2,cubic,8,10,12118454,15461701,1422408,1226611,14764542,17878668,102,87,86,88,21461593,21138632,36007.49286169283,354
bbr,cubic,8,10,12048572,15529671,1403163,1243430,15054156,19096701,117,89,85,112,21687291,21206150,37913.68707837187,355
bbr,cubic,8,10,11824914,15546104,1417909,1241270,15054396,19146772,117,89,85,110,21813784,21250289,32096.727044544947,356
bbr,cubic,8,10,12037322,15521107,1394605,1285909,15347876,19123502,117,88,85,93,21232079,21607345,34682.8453086872,357
bbr,cubic,8,10,12118920,15688496,1486877,1229494,14951185,19822013,116,90,84,108,23303815,21279113,37251.79151344195,358
bbr,cubic,8,10,12333707,15108781,1367636,1200925,14627902,11899868,118,88,84,97,20757759,21522821,31242.546075504797,359
bbr,cubic,8,10,11884418,15299866,1441882,1280183,15077095,19374050,116,89,86,111,21757195,21318413,35975.82057995441,360
bbr,cubic,8,10,12100711,15889515,1411254,1261164,15487831,19632900,107,89,119,112,26248617,21046831,37456.08226524111,361
bbr,cubic,8,10,12293394,15690046,1394969,1381165,14343057,17735548,100,90,85,118,20133011,22114985,36239.268977148626,362
cubic,cubic,8,10,11996213,15660326,1370699,1187719,14773540,18954365,101,87,118,116,21396604,21916943,35877.116523747405,363
bbr,cubic,8,10,12231889,12267497,1007770,1240932,15188218,17396140,118,91,80,120,20917135,21493481,34894.25991926816,364
bbr2,cubic,8,10,12447253,15177274,1460000,1596463,14827998,12049929,87,86,83,119,21605157,21700770,36740.751641673116,365
bbr2,cubic,8,10,12587494,15368725,1426884,1152456,14469292,12363390,117,93,86,80,21194522,20133603,31372.722669225772,366
bbr2,reno,8,10,12328035,15495093,1337652,1214071,15033671,19166044,98,84,87,84,22099426,27991854,26940.029699968654,367
bbr,cubic,8,10,11733628,15798720,1382636,1176717,15687716,19481743,99,85,82,120,21514843,23751168,30960.77368274003,368
cubic,cubic,11,10,13050752,13790993,1364810,1315525,16420356,11875062,102,88,107,119,21057706,21132577,30477.209146859852,369
bbr2,cubic,8,10,12124969,15319843,1623277,1207212,17085922,19304169,101,89,118,111,20430343,24219042,31524.162451160442,370
